"filename","items[].additionalInfo.DNR","items[].additionalInfo.GW","items[].additionalInfo.LotSN","items[].additionalInfo.capacity","items[].amount","items[].description","items[].extendedPrice","items[].itemNumber","items[].item_code","items[].lineNumber","items[].priceUOM","items[].qtyShipped","items[].tax","items[].total_quantity","items[].transUOM","items[].unitPrice","items[].unit_price","items[].units_ordered","items[].units_shipped","items[].weightNetGross"
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,504,"Sixth Barrel",,,,,,,,,,,"2.10",240,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,208.8,"Half Barrel",,,,,,,,,,,"2.90",72,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,240,"Sixth Barrel",,,,,,,,,,,"2.40",100,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,69.6,"Half Barrel",,,,,,,,,,,"2.90",24,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,768,"Sixth Barrel",,,,,,,,,,,"2.40",320,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,232,"Half Barrel",,,,,,,,,,,"2.90",80,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,487.2,"Half Barrel",,,,,,,,,,,"2.90",168,,
"20240101 Keg Logistics - East Brothers.pdf.jpg.json",,,,,156,"Sixth Barrel",,,,,,,,,,,"2.60",60,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,259.2,"Half Barrel",,,,,,,,,"Barrel",,"$2.70",96,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,504,"Sixth Barrel",,,,,,,,,"Barrel",,"$2.10",240,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,208.8,"Half Barrel",,,,,,,,,"Barrel",,"$2.90",72,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,240,"Sixth Barrel",,,,,,,,,"Barrel",,"$2.40",100,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,69.6,"Half Barrel",,,,,,,,,"Barrel",,"$2.90",24,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,768,"Sixth Barrel",,,,,,,,,"Barrel",,"$2.40",320,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,232,"Half Barrel",,,,,,,,,"Barrel",,"$2.90",80,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,487.2,"Half Barrel",,,,,,,,,"Barrel",,"$2.90",168,,
"20240401 Keg Logistics - East Brother.pdf.jpg.json",,,,,156,"Sixth Barrel",,,,,,,,,"Barrel",,"$2.60",60,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$259.20","Half Barrel",,,,,,,,96,,,"$2.70",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$504.00","Sixth Barrel",,,,,,,,240,,,"$2.10",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$208.80","Half Barrel",,,,,,,,72,,,"$2.90",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$240.00","Sixth Barrel",,,,,,,,100,,,"$2.40",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$69.60","Half Barrel",,,,,,,,24,,,"$2.90",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$768.00","Sixth Barrel",,,,,,,,320,,,"$2.40",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$232.00","Half Barrel",,,,,,,,80,,,"$2.90",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$487.20","Half Barrel",,,,,,,,168,,,"$2.90",,,
"20240501 Keg Logistcs - East Brother.pdf.jpg.json",,,,,"$156.00","Sixth Barrel",,,,,,,,60,,,"$2.60",,,
"20230110 - InTouch - Hobbs.pdf.jpg.json",,,,,396,"HiJack 16oz",,,"Labels",,,,,,,,0.09,4400,,
"20230110 - InTouch - Hobbs.pdf.jpg.json",,,,,342,"Jacked Up 16oz",,,"Labels",,,,,,,,0.09,3800,,
"20230110 - InTouch - Hobbs.pdf.jpg.json",,,,,342,"Hold My Juice 16oz",,,"Labels",,,,,,,,0.09,3800,,
"20230110 - InTouch - Hobbs.pdf.jpg.json",,,,,198,"Seven Lakes Lager 16oz",,,"Labels",,,,,,,,0.09,2200,,
"20230110 - InTouch - Hobbs.pdf.jpg.json",,,,,16.85,"UPS Ground",,,"Shipping",,,,,,,,16.85,1,,
"20230505 - InTouch - Hobbs.pdf.jpg.json",,,,,90,"Bearadise 16oz",,,"Labels",,,,,,,,0.09,1000,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,180,"Lake Life 16oz",,,"Labels",,,,,,,,0.09,2000,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,216,"Jacked Up 16oz",,,"Labels",,,,,,,,0.09,2400,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,72,"La Fresh 16oz",,,"Labels",,,,,,,,0.09,800,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,108,"Pitch-A-Tent 16oz",,,"Labels",,,,,,,,0.09,1200,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,216,"Hold my Juice 16oz",,,"Labels",,,,,,,,0.09,2400,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,72,"Camp Life NEIPA 16oz",,,"Labels",,,,,,,,0.09,800,,
"20230602 - InTouch - Hobbs.pdf.jpg.json",,,,,67.79,"UPS Saturday Delivery",,,"Shipping",,,,,,,,67.79,1,,
"20230604 - InTouch - Hobbs.pdf.jpg.json",,,,,306,"HiJack 16oz",,,,,,,,,,,0.09,3400,,
"20230604 - InTouch - Hobbs.pdf.jpg.json",,,,,180,"Hold My Juice 16oz",,,,,,,,,,,0.09,2000,,
"20230604 - InTouch - Hobbs.pdf.jpg.json",,,,,315,"Jacke Up 16oz",,,,,,,,,,,0.09,3500,,
"20230604 - InTouch - Hobbs.pdf.jpg.json",,,,,342,"River Drifter 16oz",,,,,,,,,,,0.09,3800,,
"20230604 - InTouch - Hobbs.pdf.jpg.json",,,,,29.9,"UPS Ground",,,,,,,,,,,29.9,1,,
"20230617 - InTouch - Hobbs.pdf.jpg.json",,,,,540,"Lake Life 16oz",,,,,,,,,,,0.09,6000,,
"20230617 - InTouch - Hobbs.pdf.jpg.json",,,,,450,"Hobbs Lite 16oz",,,,,,,,,,,0.09,5000,,
"20230617 - InTouch - Hobbs.pdf.jpg.json",,,,,18.61,"UPS Ground",,,,,,,,,,,18.61,1,,
"20230630 - InTouch - Hobbs.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20230630 - InTouch - Hobbs.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20230630 - InTouch - Hobbs.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20230630 - InTouch - Hobbs.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20230721 - InTouch - Hobbs.pdf.jpg.json",,,,,360,"Pitch-A-Tent 16oz",,,"Labels",,,,,,,,0.09,4000,,
"20230721 - InTouch - Hobbs.pdf.jpg.json",,,,,495,"Hold My Juice 16oz",,,"Labels",,,,,,,,0.09,5500,,
"20230721 - InTouch - Hobbs.pdf.jpg.json",,,,,315,"Toucan 16oz",,,"Labels",,,,,,,,0.09,3500,,
"20230721 - InTouch - Hobbs.pdf.jpg.json",,,,,24.89,"UPS Ground",,,"Shipping",,,,,,,,24.89,1,,
"20230818 - InTouch - Hobbs.pdf.jpg.json",,,,,522,"HiJack 16oz",,,"Labels",,,,,,,,0.09,5800,,
"20230818 - InTouch - Hobbs.pdf.jpg.json",,,,,180,"Cold Brook 16oz",,,"Labels",,,,,,,,0.09,2000,,
"20230818 - InTouch - Hobbs.pdf.jpg.json",,,,,315,"Black Sheep lager 16oz",,,"Labels",,,,,,,,0.09,3500,,
"20230818 - InTouch - Hobbs.pdf.jpg.json",,,,,378,"Hold My Juice 16oz",,,"Labels",,,,,,,,0.09,4200,,
"20230818 - InTouch - Hobbs.pdf.jpg.json",,,,,26.97,"UPS Ground",,,"Shipping",,,,,,,,26.97,1,,
"20230907 - InTouch - Hobbs.pdf.jpg.json",,,,,324,"Toucan 16oz",,,,,,,,,,,0.09,3600,,
"20230907 - InTouch - Hobbs.pdf.jpg.json",,,,,40.5,"Jambo 16oz",,,,,,,,,,,0.09,450,,
"20230907 - InTouch - Hobbs.pdf.jpg.json",,,,,8.86,"UPS Ground",,,,,,,,,,,8.86,1,,
"20231012 Blue Label - Urban South.pdf.jpg.json",,,,,654.64,"12oz Coco Gnar",,,"421015",,,,,,,,81.83,8000,,
"20231012 Blue Label - Urban South.pdf.jpg.json",,,,,73.65,"12oz Lemon Lavender",,,"421014",,,,,,,,81.83,900,,
"20231012 Blue Label - Urban South.pdf.jpg.json",,,,,818.3,"12oz Pop! Tangerine Sour",,,"402235",,,,,,,,81.83,10000,,
"20231012 Blue Label - Urban South.pdf.jpg.json",,,,,818.3,"12oz Po Boy Lager",,,"413171",,,,,,,,81.83,10000,,
"20231017 - InTouch - Hobbs.pdf.jpg.json",,,,,108,"Black Sheep Lager 16oz",,,,,,,,,,,0.09,1200,,
"20231017 - InTouch - Hobbs.pdf.jpg.json",,,,,108,"Hold My Juice 16oz",,,,,,,,,,,0.09,1200,,
"20231017 - InTouch - Hobbs.pdf.jpg.json",,,,,108,"Jakced Up 16oz",,,,,,,,,,,0.09,1200,,
"20231017 - InTouch - Hobbs.pdf.jpg.json",,,,,90,"Route 16oz",,,,,,,,,,,0.09,1000,,
"20231017 - InTouch - Hobbs.pdf.jpg.json",,,,,15.28,"UPS Ground",,,,,,,,,,,15.28,1,,
"20231103 - InTouch - Hobbs (2).pdf.jpg.json",,,,,585,"HiJack 16oz",,,"Labels",,,,,,,,0.09,6500,,
"20231103 - InTouch - Hobbs (2).pdf.jpg.json",,,,,387,"Jacked Up 16oz",,,"Labels",,,,,,,,0.09,4300,,
"20231103 - InTouch - Hobbs (2).pdf.jpg.json",,,,,324,"Pitch-A-Tent 16oz",,,"Labels",,,,,,,,0.09,3600,,
"20231103 - InTouch - Hobbs (2).pdf.jpg.json",,,,,39.68,"UPS Ground",,,"Shipping",,,,,,,,39.68,1,,
"20231103 - InTouch - Hobbs.pdf.jpg.json",,,,,360,"HiJack 16oz",,,,,,,,4000,,,0.09,,,
"20231103 - InTouch - Hobbs.pdf.jpg.json",,,,,112.5,"Wizard of Hobbs 16oz",,,,,,,,1250,,,0.09,,,
"20231103 - InTouch - Hobbs.pdf.jpg.json",,,,,14.86,"UPS Ground",,,,,,,,1,,,14.86,,,
"20231116 - InTouch - Hobbs.pdf.jpg.json",,,,,90,"Tripple 16oz",,,"Labels",,,,,,,,0.09,1000,,
"20231117 - InTouch - Hobbs.pdf.jpg.json",,,,,321.3,"Hold My Juice 16oz",,,"1159D9-1700347181",,,,,3570,,,0.09,,,
"20231117 - InTouch - Hobbs.pdf.jpg.json",,,,,342,"Lodge Life 16oz",,,"1159DA-1700347181",,,,,3800,,,0.09,,,
"20231117 - InTouch - Hobbs.pdf.jpg.json",,,,,25.5,"UPS Ground",,,"1159DB-1700347181",,,,,1,,,25.5,,,
"20231123 JS Print Group - Earth Rider - Invoice_18545_from_JS_Print_Group_Inc.pdf.jpg.json",,,,,624,"Printing 12 oz Stubby Bottle Label x 2 --Aged Imperial Stout - 600 Qty --Aged Imperial Stout with Raspberries - 600 Qty 7.9375 x 3; #076; 4/0 with bleeds; classic crest; on rolls; final position #3",,,,,,,,,,,0.52,,,
"20231130 JS Print Group - Earth Rider - Invoice_18649_from_JS_Print_Group_Inc.pdf.jpg.json",,,,,591.84,"11.5 oz Stubby Bottle Label - Royal Bohemian Pilsner, 7.9375 x 3; #076; 5/0 with bleeds and matte lamination;FLX056712 - Poly Backed BOPP; finish on rolls; position #3",,,,,,,,,,,,,,
"20231205 JS Print Group - Earth Rider - Invoice_18692_from_JS_Print_Group_Inc.pdf.jpg.json",,,,,546,"12 oz Can Label - Precious Material, 8.375 x 3.625; #088; 4/0 with bleeds; FLX056712 - Poly Backed BOPP; finish on rolls of 2000 max, final position #3",,,,,,,,,,,0.091,6000,,
"20231231 JS Print Group - Earth Rider - Invoice_18813_from_JS_Print_Group_Inc.pdf.jpg.json",,,,,267.3,"12oz can label - Cloud Top Hazy IPA - New Zealand Variant",,,,,,,,,,,0.297,900,,
"20240112 JS Print Group - Earth Rider - Invoice_18969_from_JS_Print_Group_Inc.pdf.jpg.json",,,,,761.64,"12 oz Can Label - Spirit Mountain Hazy Double IPA, 8.375 x 3.625; #088; 4/0 with bleeds; FLX056712-Poly_Back_BOPP; finish on rolls of 2000 max; final position #3",,,,,,,,,,,,,,
"20240131 Blue Label - Bauhaus.pdf.jpg.json",,,,,790,"12oz Wonderstuff",,,,,,,,,,,79,10000,,
"20240131 Blue Label - Bauhaus.pdf.jpg.json",,,,,2370,"12oz Nah Helles Version 1",,,,,,,,,,,79,30000,,
"20240131 Blue Label - Bauhaus.pdf.jpg.json",,,,,938,"12oz Bolo Sour Lemonade",,,,,,,,,,,67,14000,,
"20240131 Blue Label - Bauhaus.pdf.jpg.json",,,,,804,"12oz Bolo Sour Cherry Lime",,,,,,,,,,,67,12000,,
"20240131 JS Print Group - Earth Rider - Invoice_19109_from_JS_Print_Group_Inc.pdf.jpg.json",,,,,1405.8,"Printing
12 oz Can Label - HOP Water
8.375 x 3.625; #088; 4/0 with bleeds; FLX056712 - Poly Backed BOPP; finish on rolls of 2000 max, final position #3",,,,,,,,,,,0.11715,12000,,
"20240201 Blue Label - Bauhuas.pdf.jpg.json",,,,,341.7,"12oz Downtime Forgotten Star's",,,"434576",,,5100,,,,,"$67/1,000",,,
"20240209 Blue Label - Bauhaus.pdf.jpg.json",,,,,670,"12oz Tetra Highbrau",,,,,,,,,,,67,,,
"20240303 - InTouch - Hobbs -2.pdf.jpg.json",,,,,51.48,"Chocorua's Curse 16oz",,,"12372D-1706971255",,,,,,,,0.09,600,,
"20240303 - InTouch - Hobbs.pdf.jpg.json",,,,,327.6,"Jacked Up 16oz",,,"1236F3-1706970504",,,,,,,,0.09,3640,,
"20240303 - InTouch - Hobbs.pdf.jpg.json",,,,,216,"Hold My Juice 16oz",,,"1236F4-1706970504",,,,,,,,0.09,2400,,
"20240303 - InTouch - Hobbs.pdf.jpg.json",,,,,300.6,"Pulp Riot 16oz",,,"1236F5-1706970504",,,,,,,,0.09,3340,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,948,"12oz Wonderstuff",,,"427121",,,,,12000,,,79,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,520,"12oz Bolo Dragonfruit",,,"420845",,,,,8000,,,65,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,975,"12oz Bolo Lime",,,"440472",,,,,15000,,,65,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,812.5,"12oz Bolo Strawberry Kiwi",,,"440473",,,,,12500,,,65,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,910,"12oz Bolo Blood Orange",,,"440474",,,,,14000,,,65,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,330,"16oz Wonderstuff",,,"424214",,,,,3000,,,110,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,1072.5,"12oz Tetra Raspberry Ginger",,,"427139",,,,,16500,,,65,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,1235,"12oz Tetra Blackberry Apricot",,,"429967",,,,,19000,,,65,,,
"20240309 Blue Label - Bauhaus.pdf.jpg.json",,,,,1027,"12oz Play Grade Cream Ale",,,"440477",,,,,13000,,,79,,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,659.45,"REAPER'S HARVEST 187250  Die#: F2593Ax3 (P/N: HEL00044 REV. 1)",,,,,,,,,,,59.95,11,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,419.65,"SALEM IPA 187250  Die#: F2593Ax3 (P/N: HEL00025 REV. 1)",,,,,,,,,,,59.95,7,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,479.6,"LATIS NEW ENGLAND IPA 187250  Die#: F2593Ax3 (P/N: HEL00049 REV. 1)",,,,,,,,,,,59.95,8,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,359.7,"HELLS' DELIGHT (2022 REGULAR) 187250  Die#: F2593Ax3 (P/N: HEL00088 REV. 1)",,,,,,,,,,,59.95,6,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,1438.8,"MISCHIEVOUS BROWN 187250  Die#: F2593Ax3 (P/N: HEL00027 REV. 4)",,,,,,,,,,,59.95,24,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,59.95,"CLASSIC KICKBACK LEMON LAGER (RIVERTOWNE) 187250  Die#: F2593Ax3 (P/N: HEL00095 REV. 0)",,,,,,,,,,,59.95,1,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,419.65,"POOLSIDE PEACHES 187250  Die#: F2593Ax3 (P/N: HEL00116 REV. 0)",,,,,,,,,,,59.95,7,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,779.35,"HEFEWEIZEN 187250  Die#: F2593Ax3 (P/N: HEL00039 REV. 1)",,,,,,,,,,,59.95,13,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,59.95,"SUBURBAN HOUSE WIFE (RIVERTOWNE) 187250  Die#: F2593Ax3 (P/N: HEL00037 REV. 2)",,,,,,,,,,,59.95,1,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,1258.95,"BUFFY IPA (2024 UPDATE) 187256  Die#: F2593Ax3 (P/N: HEL00023 REV. 5)",,,,,,,,,,,59.95,21,,
"20240313 Alpine_Packaging - Helltown.pdf.jpg.json",,,,,718.14,"BUFFY 19.2 OZ 187252  Die#: F2811 (P/N: HEL00121 REV. 1)",,,,,,,,,,,119.69,6,,
"20240325 Blue Label - Bauhaus.pdf.jpg.json",,,,,"$402","12oz Short Pants - Watermelon Lemon Shandy",,,"441656",,,,,,,,"$67/1000",6000,,
"20240325 Blue Label - Bauhaus.pdf.jpg.json",,,,,"$402","12oz Short Pants - Strawberry Lemon Shandy",,,"441653",,,,,,,,"$67/1000",6000,,
"20240505 InTouch - Hobbs 87658.pdf.jpg.json",,,,,185,"Strawberry Rhubarb",,,"Labels",,,,,,,,0.31,600,,
"20240505 InTouch - Hobbs 87658.pdf.jpg.json",,,,,13.24,"UPS Ground",,,"Shipping",,,,,,,,13.24,1,,
"20240505 Intouch Hobbs 88370.pdf.jpg.json",,,,,540,"Lake Life 16oz",,,,,,,,,,,0.09,6000,,
"20240505 Intouch Hobbs 88370.pdf.jpg.json",,,,,135,"Camp Life NEIPA 16oz",,,,,,,,,,,0.09,1500,,
"20240505 Intouch Hobbs 88370.pdf.jpg.json",,,,,540,"HiJack 16oz",,,,,,,,,,,0.09,6000,,
"20240505 Intouch Hobbs 88370.pdf.jpg.json",,,,,135,"River Drifter 16oz",,,,,,,,,,,0.09,1500,,
"20240505 Intouch Hobbs 88370.pdf.jpg.json",,,,,59.79,"UPS Ground",,,,,,,,,,,59.79,1,,
"20240526 In touch -Hobbs 88776.pdf.jpg.json",,,,,617.76,"12oz Wildcat IPA",,,"Labels",,,,,,,,0.09,7200,,
"20240526 In touch -Hobbs 88776.pdf.jpg.json",,,,,216.22,"12oz Hummibird Golden Ale",,,"Labels",,,,,,,,0.09,2520,,
"20240526 In touch -Hobbs 88776.pdf.jpg.json",,,,,414.41,"Hi Jack Collab 12oz",,,"Labels",,,,,,,,0.09,4830,,
"20240526 In touch -Hobbs 88776.pdf.jpg.json",,,,,70.44,"UPS Ground",,,"Shipping",,,,,,,,70.44,1,,
"20240606 Intouch - Hobbs 89227.pdf.jpg.json",,,,,45,"Bearadise 16oz",,,,,,,,,,,0.09,,,
"20240606 intouch - Hobbs 89237.pdf.jpg.json",,,,,540,"HiJack 16oz",,,,,,,,,,,0.09,6000,,
"20240606 intouch - Hobbs 89237.pdf.jpg.json",,,,,378,"Hold My Juice 16oz",,,,,,,,,,,0.09,4200,,
"20240606 intouch - Hobbs 89237.pdf.jpg.json",,,,,288,"Pitch-A-Tent 16oz",,,,,,,,,,,0.09,3200,,
"20240606 intouch - Hobbs 89237.pdf.jpg.json",,,,,378,"Jacked Up 16oz",,,,,,,,,,,0.09,4200,,
"20240606 intouch - Hobbs 89237.pdf.jpg.json",,,,,45,"Counterwight Red 16oz",,,,,,,,,,,0.09,500,,
"20240606 intouch - Hobbs 89237.pdf.jpg.json",,,,,65.58,"UPS Ground",,,,,,,,,,,65.58,1,,
"20240606 intouch - Hobbs 89276.pdf.jpg.json",,,,,537.6,"Raspberry Jam Sesh 12oz",,,"Labels",,,,,,,,0.11,4800,,
"20240606 intouch - Hobbs 89276.pdf.jpg.json",,,,,537.6,"Spiced Apply Cyser 12oz",,,"Labels",,,,,,,,0.11,4800,,
"20240606 intouch - Hobbs 89276.pdf.jpg.json",,,,,27.32,"UPS Ground",,,"Shipping",,,,,,,,27.32,1,,
"20240616 InTouch - Hobbs 89821.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20240616 InTouch - Hobbs 89821.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20240616 InTouch - Hobbs 89821.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20240623 InTouch - Hobbs 90065.pdf.jpg.json",,,,,540,"Lake Life 16oz",,,"Labels",,,,,,,,0.09,6000,,
"20240623 InTouch - Hobbs 90065.pdf.jpg.json",,,,,720,"HiJack 16oz",,,"Labels",,,,,,,,0.09,8000,,
"20240623 InTouch - Hobbs 90065.pdf.jpg.json",,,,,135,"Black Sheep 16oz",,,"Labels",,,,,,,,0.09,1500,,
"20240623 InTouch - Hobbs 90065.pdf.jpg.json",,,,,51.39,"UPS Ground",,,"Shipping",,,,,,,,51.39,1,,
"20240624 JS Print Group - Wild State.pdf.jpg.json",,,,,273,"Printing - 12 oz Can Label - Wild Berry Lemonade 8.093 x 3.6258; 5/0 with bleeds and matte LED; #093; FLX056712 poly backed BOPP; on rolls; position #3",,,,,,,,,,,0.091,3000,,
"20240624 JS Print Group - Wild State.pdf.jpg.json",,,,,273,"Printing - 12 oz Can Label - Honey Lemonade 8.093 x 3.6258; 5/0 with bleeds and matte LED; #093; FLX056712 poly backed BOPP; on rolls; position #3",,,,,,,,,,,0.091,3000,,
"20240702 - InTouch 92079 - Sap House.pdf.jpg.json",,,,,233,"Split Open 375ml",,,"Labels",,,,,,,,0.47,,,
"20240702 - Intouch 92080 - Sap House.pdf.jpg.json",,,,,,"Nectar Collector 12oz",,,"Labels",,,,,,,,0.11,,,
"20240703 Northern Plains - Wild State.pdf.jpg.json",,,,,498.4,"Watermelon Cider",,,"Watermelon",,,,,,,,0.178,2800,2800,
"20240711 - intouch 90857 - Saphouse.pdf.jpg.json",,,,,,,,,,,,,,,,,,,,
"20240711 - intouch 90858 - Saphouse.pdf.jpg.json",,,,,466,"One of These Days 375ml",,,"Labels",,,,,,,,0.47,1000,,
"20240711 - intouch 90858 - Saphouse.pdf.jpg.json",,,,,13.22,"UPS Ground",,,"Shipping",,,,,,,,13.22,1,,
"20240711 - intouch 90922 - Saphouse.pdf.jpg.json",,,,,334,"Honey Blueberry Pie",,,"Labels",,,,,,,,0.33,1000,,
"20240711 - intouch 90922 - Saphouse.pdf.jpg.json",,,,,13.55,"UPS Ground",,,"Shipping",,,,,,,,13.55,1,,
"20240713 - Intouch 92418 - Hobbs.pdf.jpg.json",,,,,315,"Hold My Juice 16oz",,,,,,,,,,,0.09,3500,,
"20240713 - Intouch 92418 - Hobbs.pdf.jpg.json",,,,,315,"Jacked Up 16oz",,,,,,,,,,,0.09,3500,,
"20240713 - Intouch 92418 - Hobbs.pdf.jpg.json",,,,,22.5,"Counterweight Red blue 16oz",,,,,,,,,,,0.09,250,,
"20240713 - Intouch 92418 - Hobbs.pdf.jpg.json",,,,,72,"Freedom Pale Ale 16oz",,,,,,,,,,,0.09,800,,
"20240713 - Intouch 92418 - Hobbs.pdf.jpg.json",,,,,90,"La Fresh 16oz",,,,,,,,,,,0.09,1000,,
"20240713 - Intouch 92418 - Hobbs.pdf.jpg.json",,,,,33.13,"Shipping UPS Ground",,,,,,,,,,,33.13,1,,
"20240713 - intouch 92418(1) - Hobbs.pdf.jpg.json",,,,,315,"Hold My Juice 16oz",,,,,,,,,,,0.09,3500,,
"20240713 - intouch 92418(1) - Hobbs.pdf.jpg.json",,,,,315,"Jacked Up 16oz",,,,,,,,,,,0.09,3500,,
"20240713 - intouch 92418(1) - Hobbs.pdf.jpg.json",,,,,22.5,"Counterweight Red blue 16oz",,,,,,,,,,,0.09,250,,
"20240713 - intouch 92418(1) - Hobbs.pdf.jpg.json",,,,,72,"Freedom Pale Ale 16oz",,,,,,,,,,,0.09,800,,
"20240713 - intouch 92418(1) - Hobbs.pdf.jpg.json",,,,,90,"La Fresh 16oz",,,,,,,,,,,0.09,1000,,
"20240713 - intouch 92418(1) - Hobbs.pdf.jpg.json",,,,,33.13,"UPS Ground",,,,,,,,,,,33.13,1,,
"20240719 Mammoth Labels and Packaging - Wild State.pdf.jpg.json",,,,,2162.7,"Birdie Tea + Lemonade",,,,,,,,26700,,,81,26700,26700,
"20240719 Mammoth Labels and Packaging - Wild State.pdf.jpg.json",,,,,210.6,"Hazy Apple Pie",,,,,,,,2600,,,81,2600,2600,
"20240728 - intouch 91925 - Hobbs.pdf.jpg.json",,,,,540,"HiJack 16oz",,,,,,,,6000,,,0.09,,,
"20240728 - intouch 91925 - Hobbs.pdf.jpg.json",,,,,108,"Touscan 16oz",,,,,,,,1200,,,0.09,,,
"20240728 - intouch 91925 - Hobbs.pdf.jpg.json",,,,,540,"Hold My Juice 16oz",,,,,,,,6000,,,0.09,,,
"20240728 - intouch 91925 - Hobbs.pdf.jpg.json",,,,,324,"Pitch-A-tenant 16oz",,,,,,,,3600,,,0.09,,,
"20240728 - intouch 91925 - Hobbs.pdf.jpg.json",,,,,90,"Black Sheep 16oz",,,,,,,,1000,,,0.09,,,
"20240728 - intouch 91925 - Hobbs.pdf.jpg.json",,,,,64.06,"UPS Ground",,,,,,,,1,,,64.06,,,
"20240801 Northern Plains - Wild State.pdf.jpg.json",,,,,1676,"Birdie Wild Berry Lemonade THC Infused Cocktail",,,,,,,,,"Each",,0.0838,20000,20000,
"20240801 Northern Plains - Wild State.pdf.jpg.json",,,,,2095,"Birdie Tea + Lemonade THC Infused Cocktail",,,,,,,,,"Each",,0.0838,25000,25000,
"20240813 - inTouch 94123 - Hobbs.pdf.jpg.json",,,,,342,"Labels Jacked Up 16oz",,,,,,,,,,,0.09,,,
"20240813 - inTouch 94123 - Hobbs.pdf.jpg.json",,,,,315,"Labels Black Sheep 16oz",,,,,,,,,,,0.09,,,
"20240813 - inTouch 94123 - Hobbs.pdf.jpg.json",,,,,450,"Labels HiJack 16oz",,,,,,,,,,,0.09,,,
"20240813 - inTouch 94123 - Hobbs.pdf.jpg.json",,,,,72,"Labels Vlrgil 16oz",,,,,,,,,,,0.09,,,
"20240813 - inTouch 94123 - Hobbs.pdf.jpg.json",,,,,47.1,"Shipping UPS Ground",,,,,,,,,,,47.1,,,
"20240821 - InTouch - Invoice1-12 - Hobbs.pdf.jpg.json",,,,,342,"jacked Up-Metal-16oz",,,,,,,,,,,0.09,,,
"20240821 - InTouch - Invoice1-12 - Hobbs.pdf.jpg.json",,,,,540,"Hijack-16oz",,,,,,,,,,,0.09,,,
